peptide,gene_id,treatment,bio_rep,abundance
pw_036,gene_08,treatment,3,57.633368528916115
pw_036,gene_08,treatment,4,31.417012810483133
pw_036,gene_08,treatment,5,77.29640202750333
pw_036,gene_08,treatment,6,61.539519816986505
pw_036,gene_08,treatment,7,33.43727079602876
pw_036,gene_08,treatment,8,56.12457299178653
pw_037,gene_08,ctrl,1,82.75506145226362
pw_037,gene_08,ctrl,2,104.64152284115913
pw_037,gene_08,ctrl,3,10.331996574667766
pw_037,gene_08,ctrl,4,23.231032669427346
pw_037,gene_08,ctrl,5,35.10437104080781
pw_037,gene_08,ctrl,6,94.22529763473187
pw_037,gene_08,ctrl,7,43.978557084922
pw_037,gene_08,ctrl,8,72.30901765608537
pw_037,gene_08,treatment,1,90.21422612239165
pw_037,gene_08,treatment,2,64.81072106703117
pw_037,gene_08,treatment,3,50.14292421650654
pw_037,gene_08,treatment,4,58.40153705180811
pw_037,gene_08,treatment,5,42.92317302754983
pw_037,gene_08,treatment,6,70.752167702400385
pw_037,gene_08,treatment,7,97.32560299964884
pw_037,gene_08,treatment,8,47.456159228837684
pw_038,gene_08,ctrl,1,94.1339880395795
pw_038,gene_08,ctrl,2,74.47284250617454
pw_038,gene_08,ctrl,3,68.6062715182695
pw_038,gene_08,ctrl,4,82.97042154109857
pw_038,gene_08,ctrl,5,88.29050508591696
pw_038,gene_08,ctrl,6,55.30934286810593
pw_038,gene_08,ctrl,7,63.21332174700199
pw_038,gene_08,ctrl,8,39.91596076731813
pw_038,gene_08,treatment,1,69.37260254272441
pw_038,gene_08,treatment,2,76.15066234374142
pw_038,gene_08,treatment,3,46.64260352745808
pw_038,gene_08,treatment,4,43.148600929974805
pw_038,gene_08,treatment,5,89.09952466628864
pw_038,gene_08,treatment,6,83.57980101005202
pw_038,gene_08,treatment,7,47.629801291178325
pw_038,gene_08,treatment,8,39.536643771012045
pw_039,gene_08,ctrl,1,87.49168029676363
pw_039,gene_08,ctrl,2,113.24598798647004
pw_039,gene_08,ctrl,3,144.4783695621879
pw_039,gene_08,ctrl,4,65.46282192208237
pw_039,gene_08,ctrl,5,188.3600810281985
pw_039,gene_08,ctrl,6,81.235861890257
pw_039,gene_08,ctrl,7,137.961656189017
pw_039,gene_08,ctrl,8,148.27624186686708
pw_039,gene_08,treatment,1,95.95038750897609
pw_039,gene_08,treatment,2,78.8500812244947
pw_039,gene_08,treatment,3,98.49015171878573
pw_039,gene_08,treatment,4,87.0993110332079
pw_039,gene_08,treatment,5,93.63978734935009
pw_039,gene_08,treatment,6,106.55049892822127
pw_039,gene_08,treatment,7,115.80906989919849
pw_039,gene_08,treatment,8,87.78942332734076
pw_040,gene_08,ctrl,1,55.74428270561191
pw_040,gene_08,ctrl,2,68.49632797673928
pw_040,gene_08,ctrl,3,77.26775566108255
pw_040,gene_08,ctrl,4,58.80530993951537
pw_040,gene_08,ctrl,5,89.78583140216583
pw_040,gene_08,ctrl,6,46.88643156106222
pw_040,gene_08,ctrl,7,45.74823406928263
pw_040,gene_08,ctrl,8,113.72942114035504
pw_040,gene_08,treatment,1,149.87324081873356
pw_040,gene_08,treatment,2,72.66205205100336
pw_040,gene_08,treatment,3,71.32079614529059
pw_040,gene_08,treatment,4,84.95340163741882
pw_040,gene_08,treatment,5,67.3183979497378
pw_040,gene_08,treatment,6,110.67146327141975
pw_040,gene_08,treatment,7,56.24947359428764
pw_040,gene_08,treatment,8,55.551161881769644
pw_041,gene_09,ctrl,1,89.76719133471167
pw_041,gene_09,ctrl,2,116.86712263587077
pw_041,gene_09,ctrl,3,46.97487069519034
pw_041,gene_09,ctrl,4,77.79707172736505
pw_041,gene_09,ctrl,5,108.51265721400021
pw_041,gene_09,ctrl,6,98.1539836404353
pw_041,gene_09,ctrl,7,123.07278360771079
pw_041,gene_09,ctrl,8,91.86726732997722
pw_041,gene_09,treatment,1,57.303480427065956
pw_041,gene_09,treatment,2,92.21294343680962
pw_041,gene_09,treatment,3,72.7504918349514
pw_041,gene_09,treatment,4,157.6133906990026
pw_041,gene_09,treatment,5,103.5537382392395
pw_041,gene_09,treatment,6,96.17687808906788
pw_041,gene_09,treatment,7,43.436219487650334
pw_041,gene_09,treatment,8,98.98467895230011
pw_042,gene_09,ctrl,1,117.74474821246592
pw_042,gene_09,ctrl,2,100.56658303095334
pw_042,gene_09,ctrl,3,56.00281589068137
pw_042,gene_09,ctrl,4,177.8970061331499
pw_042,gene_09,ctrl,5,103.88247691632189
pw_042,gene_09,ctrl,6,156.96572308520882
pw_042,gene_09,ctrl,7,137.58984927501783
pw_042,gene_09,ctrl,8,106.62827240305629
pw_042,gene_09,treatment,1,142.38032008053264
pw_042,gene_09,treatment,2,170.84697681433025
pw_042,gene_09,treatment,3,206.77927715873062
pw_042,gene_09,treatment,4,189.69969179585812
pw_042,gene_09,treatment,5,139.76087891597686
pw_042,gene_09,treatment,6,175.36979907166452
pw_042,gene_09,treatment,7,80.4145630045022
pw_042,gene_09,treatment,8,255.68263150401134
pw_043,gene_09,ctrl,1,160.7467395127393
pw_043,gene_09,ctrl,2,106.75187455335143
pw_043,gene_09,ctrl,3,157.49591171839776
pw_043,gene_09,ctrl,4,110.96610210711593
pw_043,gene_09,ctrl,5,65.42824271946837
pw_043,gene_09,ctrl,6,146.32571742333926
pw_043,gene_09,ctrl,7,65.75836884571343
pw_043,gene_09,ctrl,8,72.31979931709965
pw_043,gene_09,treatment,1,59.869237083278456
pw_043,gene_09,treatment,2,53.53554261074683
pw_043,gene_09,treatment,3,205.1802737341513
pw_043,gene_09,treatment,4,96.43409783076878
pw_043,gene_09,treatment,5,123.0363659565044
pw_043,gene_09,treatment,6,78.0872674445972
pw_043,gene_09,treatment,7,129.4478608674719
pw_043,gene_09,treatment,8,93.62916011129754
pw_044,gene_09,ctrl,1,113.88041191677672
pw_044,gene_09,ctrl,2,108.10857871393243
pw_044,gene_09,ctrl,3,121.2066480798081
pw_044,gene_09,ctrl,4,91.2629691127134
pw_044,gene_09,ctrl,5,188.44264747797575
pw_044,gene_09,ctrl,6,79.01947550396261
pw_044,gene_09,ctrl,7,75.72876930129351
pw_044,gene_09,ctrl,8,90.31381360981649
pw_044,gene_09,treatment,1,110.60698088583716
pw_044,gene_09,treatment,2,161.65754450696832
pw_044,gene_09,treatment,3,165.0831084042891
pw_044,gene_09,treatment,4,221.90769654478157
pw_044,gene_09,treatment,5,91.64007482821296
pw_044,gene_09,treatment,6,125.9858966627249
pw_044,gene_09,treatment,7,133.40054742873104
pw_044,gene_09,treatment,8,108.49436781909625
pw_045,gene_09,ctrl,1,142.19492651392196
pw_045,gene_09,ctrl,2,131.52061113624404
pw_045,gene_09,ctrl,3,192.7079236868625
pw_045,gene_09,ctrl,4,82.08559516346996
pw_045,gene_09,ctrl,5,48.50437074804975
pw_045,gene_09,ctrl,6,67.1569761427283
pw_045,gene_09,ctrl,7,89.46097001088826
pw_045,gene_09,ctrl,8,145.99542979299318
pw_045,gene_09,treatment,1,116.53347383252421
pw_045,gene_09,treatment,2,130.56320361927828
pw_045,gene_09,treatment,3,83.18741077420403
pw_045,gene_09,treatment,4,146.70877847660077
pw_045,gene_09,treatment,5,52.288635334033955
pw_045,gene_09,treatment,6,94.75764871288631
pw_045,gene_09,treatment,7,157.15873764260647
pw_045,gene_09,treatment,8,147.1869875239271
pw_046,gene_10,ctrl,1,74.36920514947914
pw_046,gene_10,ctrl,2,105.96636248338021
pw_046,gene_10,ctrl,3,26.8721978513407
pw_046,gene_10,ctrl,4,47.743817978780555
pw_046,gene_10,ctrl,5,39.07733746523858
pw_046,gene_10,ctrl,6,28.272331049939265
pw_046,gene_10,ctrl,7,54.284988209220536
pw_046,gene_10,ctrl,8,43.31629470821129
pw_046,gene_10,treatment,1,27.594940424170385
pw_046,gene_10,treatment,2,66.5025393444452
pw_046,gene_10,treatment,3,48.81006269587512
pw_046,gene_10,treatment,4,52.333152677774784
pw_046,gene_10,treatment,5,38.59361059124082
pw_046,gene_10,treatment,6,51.57962474177007
pw_046,gene_10,treatment,7,58.78390935926231
pw_046,gene_10,treatment,8,31.93914885730501
pw_047,gene_10,ctrl,1,31.050430581789165
pw_047,gene_10,ctrl,2,21.875481835217105
pw_047,gene_10,ctrl,3,54.743800964773165
pw_047,gene_10,ctrl,4,29.517461512103136
pw_047,gene_10,ctrl,5,80.29384903940444
pw_047,gene_10,ctrl,6,46.95710662050218
pw_047,gene_10,ctrl,7,51.9123296609369
pw_047,gene_10,ctrl,8,65.56368901295905
pw_047,gene_10,treatment,1,22.227797307330718
pw_047,gene_10,treatment,2,26.666708051865143
pw_047,gene_10,treatment,3,37.42439834654495
pw_047,gene_10,treatment,4,50.14949326841549
pw_047,gene_10,treatment,5,11.411523469008142
pw_047,gene_10,treatment,6,23.661965048963907
pw_047,gene_10,treatment,7,49.197829284579
pw_047,gene_10,treatment,8,61.75624535497492
pw_048,gene_10,ctrl,1,34.28879998368669
pw_048,gene_10,ctrl,2,40.486714899763946
pw_048,gene_10,ctrl,3,102.03753647619357
pw_048,gene_10,ctrl,4,66.81719588042763
pw_048,gene_10,ctrl,5,60.64548235272903
pw_048,gene_10,ctrl,6,70.84454357230264
pw_048,gene_10,ctrl,7,106.50115906391544
pw_048,gene_10,ctrl,8,218.70559201020296
pw_048,gene_10,treatment,1,78.01935008656952
pw_048,gene_10,treatment,2,138.52488051666754
pw_048,gene_10,treatment,3,84.55249851375423
pw_048,gene_10,treatment,4,55.82398657945897
pw_048,gene_10,treatment,5,97.62825642671851
pw_048,gene_10,treatment,6,106.53115105181283
pw_048,gene_10,treatment,7,102.00731635060389
pw_048,gene_10,treatment,8,174.22458626503698
pw_049,gene_10,ctrl,1,110.22797021170902
pw_049,gene_10,ctrl,2,127.36325548699108
pw_049,gene_10,ctrl,3,132.74333886709297
pw_049,gene_10,ctrl,4,199.46974613000774
pw_049,gene_10,ctrl,5,131.92141704218136
pw_049,gene_10,ctrl,6,149.95578134614348
pw_049,gene_10,ctrl,7,128.6383033801796
pw_049,gene_10,ctrl,8,114.47288664928043
pw_049,gene_10,treatment,1,122.64180380246597
pw_049,gene_10,treatment,2,45.67212562254048
pw_049,gene_10,treatment,3,119.61765095630194
pw_049,gene_10,treatment,4,138.84950134598978
pw_049,gene_10,treatment,5,94.46550820079582
pw_049,gene_10,treatment,6,190.58376029341974
pw_049,gene_10,treatment,7,171.59652913045556
pw_049,gene_10,treatment,8,126.76780136662569
pw_050,gene_10,ctrl,1,166.10260535818523
pw_050,gene_10,ctrl,2,97.37120704298765
pw_050,gene_10,ctrl,3,100.6225565663497
pw_050,gene_10,ctrl,4,134.99233824747805
pw_050,gene_10,ctrl,5,106.85800931872564
pw_050,gene_10,ctrl,6,100.3654783519013
pw_050,gene_10,ctrl,7,210.6085978673257
pw_050,gene_10,ctrl,8,129.470541214579
pw_050,gene_10,treatment,1,178.04867289490332
pw_050,gene_10,treatment,2,111.98473425225681
pw_050,gene_10,treatment,3,149.04663592577228
pw_050,gene_10,treatment,4,150.0837816882402
pw_050,gene_10,treatment,5,152.7451734481662
pw_050,gene_10,treatment,6,226.71034966783193
pw_050,gene_10,treatment,7,78.12691475807418
pw_050,gene_10,treatment,8,104.56092470459176
pw_051,gene_11,ctrl,1,137.76487580067155
pw_051,gene_11,ctrl,2,94.16791847136938
pw_051,gene_11,ctrl,3,74.82176942458055
pw_051,gene_11,ctrl,4,111.82181736182343
pw_051,gene_11,ctrl,5,59.89334231785458
pw_051,gene_11,ctrl,6,116.69454384703747
pw_051,gene_11,ctrl,7,107.0742431378852
pw_051,gene_11,ctrl,8,151.88687181148444
pw_051,gene_11,treatment,1,98.91015715003526
pw_051,gene_11,treatment,2,92.97091642912265
pw_051,gene_11,treatment,3,63.77423128731477
pw_051,gene_11,treatment,4,133.383999924507
pw_051,gene_11,treatment,5,58.31023027463776
pw_051,gene_11,treatment,6,205.53670760736478
pw_051,gene_11,treatment,7,75.10852662291767
pw_051,gene_11,treatment,8,123.26447433838834
pw_052,gene_11,ctrl,1,176.66950857143937
pw_052,gene_11,ctrl,2,70.4279683074282
pw_052,gene_11,ctrl,3,78.11695036899457
pw_052,gene_11,ctrl,4,72.1370576328
pw_052,gene_11,ctrl,5,63.239501088340745
pw_052,gene_11,ctrl,6,149.15738475537998
pw_052,gene_11,ctrl,7,86.40323429281342
pw_052,gene_11,ctrl,8,91.30661314457963
pw_052,gene_11,treatment,1,118.00925856288114
pw_052,gene_11,treatment,2,58.99800762101764
pw_052,gene_11,treatment,3,84.35734071447683
pw_052,gene_11,treatment,4,84.72402452097123
pw_052,gene_11,treatment,5,78.5579033140639
pw_052,gene_11,treatment,6,95.55593745525822
pw_052,gene_11,treatment,7,80.92155320255146
pw_052,gene_11,treatment,8,42.929052448001286
pw_053,gene_11,ctrl,1,51.66962573835058
pw_053,gene_11,ctrl,2,19.54249341499313
pw_053,gene_11,ctrl,3,45.90355274264542
pw_053,gene_11,ctrl,4,40.82108775464604
pw_053,gene_11,ctrl,5,31.73299381201983
pw_053,gene_11,ctrl,6,46.26281917467008
pw_053,gene_11,ctrl,7,46.695813079193776
pw_053,gene_11,ctrl,8,39.52257946517215
pw_053,gene_11,treatment,1,44.85484123412013
pw_053,gene_11,treatment,2,35.02937627665302
pw_053,gene_11,treatment,3,NA
pw_053,gene_11,treatment,4,107.74531599630758
pw_053,gene_11,treatment,5,30.28995747820382
pw_053,gene_11,treatment,6,59.27289319847664
pw_053,gene_11,treatment,7,58.74580089794832
pw_053,gene_11,treatment,8,24.43941046925627
pw_054,gene_11,ctrl,1,104.41778178388563
pw_054,gene_11,ctrl,2,212.874703091771
pw_054,gene_11,ctrl,3,185.2210254414918
pw_054,gene_11,ctrl,4,258.72069191408684
pw_054,gene_11,ctrl,5,157.18681679999514
pw_054,gene_11,ctrl,6,287.8543322262368
pw_054,gene_11,ctrl,7,243.21555742675662
pw_054,gene_11,ctrl,8,253.00552186393313
pw_054,gene_11,treatment,1,216.8447406948393
pw_054,gene_11,treatment,2,179.0298262270887
pw_054,gene_11,treatment,3,281.78172947284315
pw_054,gene_11,treatment,4,146.66783688672365
pw_054,gene_11,treatment,5,116.43668269791527
pw_054,gene_11,treatment,6,176.21207705070617
pw_054,gene_11,treatment,7,82.01852123365013
pw_054,gene_11,treatment,8,202.5891789342681
pw_055,gene_11,ctrl,1,151.56475447962512
pw_055,gene_11,ctrl,2,49.06101715244043
pw_055,gene_11,ctrl,3,93.1529608033715
pw_055,gene_11,ctrl,4,116.9084154067966
pw_055,gene_11,ctrl,5,103.25177207290575
pw_055,gene_11,ctrl,6,96.50864977439986
pw_055,gene_11,ctrl,7,126.23949204226705
pw_055,gene_11,ctrl,8,119.94715588178903
pw_055,gene_11,treatment,1,136.25553595199307
pw_055,gene_11,treatment,2,71.2241990455171
pw_055,gene_11,treatment,3,114.53086223860196
pw_055,gene_11,treatment,4,125.58076559227774
pw_055,gene_11,treatment,5,59.301163857607285
pw_055,gene_11,treatment,6,104.9780721016475
pw_055,gene_11,treatment,7,64.78281519532412
pw_055,gene_11,treatment,8,171.6133442724885
pw_056,gene_12,ctrl,1,62.894690512439794
pw_056,gene_12,ctrl,2,15.401485568344063
pw_056,gene_12,ctrl,3,66.42560953717984
pw_056,gene_12,ctrl,4,64.35782159943683
pw_056,gene_12,ctrl,5,79.63418940903945
pw_056,gene_12,ctrl,6,46.35148824034618
pw_056,gene_12,ctrl,7,46.30447366921273
pw_056,gene_12,ctrl,8,34.267241655325755
pw_056,gene_12,treatment,1,91.43334600340104
pw_056,gene_12,treatment,2,34.88365379446999
pw_056,gene_12,treatment,3,34.47764784783593
pw_056,gene_12,treatment,4,45.98773148405257
pw_056,gene_12,treatment,5,40.593779348249534
pw_056,gene_12,treatment,6,31.49875018167223
pw_056,gene_12,treatment,7,60.426731328094164
pw_056,gene_12,treatment,8,56.422063528851005
pw_057,gene_12,ctrl,1,133.82802625331107
pw_057,gene_12,ctrl,2,120.6362416119274
pw_057,gene_12,ctrl,3,90.50735334933447
pw_057,gene_12,ctrl,4,136.39562182863426
pw_057,gene_12,ctrl,5,71.00852502874396
pw_057,gene_12,ctrl,6,135.65103018568973
pw_057,gene_12,ctrl,7,60.18879473162744
pw_057,gene_12,ctrl,8,138.0338366406054
pw_057,gene_12,treatment,1,116.3674123690214
pw_057,gene_12,treatment,2,51.33690291997795
pw_057,gene_12,treatment,3,60.900526221152774
pw_057,gene_12,treatment,4,79.31181454492062
pw_057,gene_12,treatment,5,142.4498587912688
pw_057,gene_12,treatment,6,66.23758936741936
pw_057,gene_12,treatment,7,88.15720989699174
pw_057,gene_12,treatment,8,105.9747364126845
pw_058,gene_12,ctrl,1,169.41136963748025
pw_058,gene_12,ctrl,2,170.29093608706066
pw_058,gene_12,ctrl,3,215.5305226772351
pw_058,gene_12,ctrl,4,155.44176306284936
pw_058,gene_12,ctrl,5,141.01817528064478
pw_058,gene_12,ctrl,6,120.42556540974748
pw_058,gene_12,ctrl,7,140.21678763647745
pw_058,gene_12,ctrl,8,155.1520279694616
pw_058,gene_12,treatment,1,136.9052351680873
pw_058,gene_12,treatment,2,167.74837795338541
pw_058,gene_12,treatment,3,75.31129667127719
pw_058,gene_12,treatment,4,228.59410983288728
pw_058,gene_12,treatment,5,244.66383494520656
pw_058,gene_12,treatment,6,257.1210158612254
pw_058,gene_12,treatment,7,143.45234623236894
pw_058,gene_12,treatment,8,50.94391176331817
pw_059,gene_12,ctrl,1,205.03007496030477
pw_059,gene_12,ctrl,2,147.42316952586998
pw_059,gene_12,ctrl,3,131.79952910349718
pw_059,gene_12,ctrl,4,177.6560861967577
pw_059,gene_12,ctrl,5,166.65369063674777
pw_059,gene_12,ctrl,6,197.43743048580603
pw_059,gene_12,ctrl,7,136.39642100442572
pw_059,gene_12,ctrl,8,337.6248383054388
pw_059,gene_12,treatment,1,163.10199159392806
pw_059,gene_12,treatment,2,87.93159600935377
pw_059,gene_12,treatment,3,91.18791201465754
pw_059,gene_12,treatment,4,118.44974445785289
pw_059,gene_12,treatment,5,59.526282495221736
pw_059,gene_12,treatment,6,181.3412237230116
pw_059,gene_12,treatment,7,173.1701899993606
pw_059,gene_12,treatment,8,199.78754092161452
pw_060,gene_12,ctrl,1,94.54954549156153
pw_060,gene_12,ctrl,2,88.847835510327
pw_060,gene_12,ctrl,3,34.83347204180451
pw_060,gene_12,ctrl,4,64.28325603482254
pw_060,gene_12,ctrl,5,49.60683755022204
pw_060,gene_12,ctrl,6,81.8214101488423
pw_060,gene_12,ctrl,7,122.1807318171728
pw_060,gene_12,ctrl,8,83.60714194365468
pw_060,gene_12,treatment,1,44.363523532326866
pw_060,gene_12,treatment,2,166.93175771037116
pw_060,gene_12,treatment,3,132.51378119034496
pw_060,gene_12,treatment,4,52.77325035694349
pw_060,gene_12,treatment,5,42.333771881345264
pw_060,gene_12,treatment,6,79.84755280099434
pw_060,gene_12,treatment,7,47.1214411230866
pw_060,gene_12,treatment,8,27.821833710813777
pw_061,gene_13,ctrl,1,136.3251632268907
pw_061,gene_13,ctrl,2,82.90271968743632
pw_061,gene_13,ctrl,3,57.14397724540343
pw_061,gene_13,ctrl,4,47.79608471961035
pw_061,gene_13,ctrl,5,99.38352910007966
pw_061,gene_13,ctrl,6,134.96384699009582
pw_061,gene_13,ctrl,7,53.66297867387699
pw_061,gene_13,ctrl,8,141.25461228746852
pw_061,gene_13,treatment,1,151.3113152899367
pw_061,gene_13,treatment,2,46.69830003405079
pw_061,gene_13,treatment,3,137.9279268662557
pw_061,gene_13,treatment,4,87.83514007975788
pw_061,gene_13,treatment,5,125.88942109693656
pw_061,gene_13,treatment,6,92.81170253635486
pw_061,gene_13,treatment,7,130.7189590362092
pw_061,gene_13,treatment,8,134.91959119905044
pw_062,gene_13,ctrl,1,55.97682569418266
pw_062,gene_13,ctrl,2,51.79528780994686
pw_062,gene_13,ctrl,3,87.66562564795692
pw_062,gene_13,ctrl,4,66.201546314371
pw_062,gene_13,ctrl,5,52.627935515335885
pw_062,gene_13,ctrl,6,62.993222621825
pw_062,gene_13,ctrl,7,36.06101472505579
pw_062,gene_13,ctrl,8,73.70857122221747
pw_062,gene_13,treatment,1,38.68006824873016
pw_062,gene_13,treatment,2,132.49178557120078
pw_062,gene_13,treatment,3,68.23613459391183
pw_062,gene_13,treatment,4,56.34285325140023
pw_062,gene_13,treatment,5,92.6643905230553
pw_062,gene_13,treatment,6,69.65397417806521
pw_062,gene_13,treatment,7,75.24938228914898
pw_062,gene_13,treatment,8,48.80014388390625
pw_063,gene_13,ctrl,1,106.85121259457699
pw_063,gene_13,ctrl,2,108.84640947475407
pw_063,gene_13,ctrl,3,135.14889701564832
pw_063,gene_13,ctrl,4,86.71187685852622
pw_063,gene_13,ctrl,5,152.63320559473274
pw_063,gene_13,ctrl,6,163.88699306680854
pw_063,gene_13,ctrl,7,160.56384397791712
pw_063,gene_13,ctrl,8,107.06025753563435
pw_063,gene_13,treatment,1,186.66912516194648
pw_063,gene_13,treatment,2,185.2405164219104
pw_063,gene_13,treatment,3,181.71677125352548
pw_063,gene_13,treatment,4,162.8277148483434
pw_063,gene_13,treatment,5,101.90015539938608
pw_063,gene_13,treatment,6,69.69022842653
pw_063,gene_13,treatment,7,187.3352465027323
pw_063,gene_13,treatment,8,131.07442873691585
pw_064,gene_13,ctrl,1,115.27055603681934
pw_064,gene_13,ctrl,2,96.29117450451089
pw_064,gene_13,ctrl,3,90.18443503326185
pw_064,gene_13,ctrl,4,50.023525709807906
pw_064,gene_13,ctrl,5,67.32462802821472
pw_064,gene_13,ctrl,6,59.3336885828858
pw_064,gene_13,ctrl,7,58.62110334907139
pw_064,gene_13,ctrl,8,134.5844338496972
pw_064,gene_13,treatment,1,74.7578469567961
pw_064,gene_13,treatment,2,51.162968740145786
pw_064,gene_13,treatment,3,89.45775566819489
pw_064,gene_13,treatment,4,114.60753772928626
pw_064,gene_13,treatment,5,52.764510242397265
pw_064,gene_13,treatment,6,66.71316125142336
pw_064,gene_13,treatment,7,152.93003656235086
pw_064,gene_13,treatment,8,112.22305408162553
pw_065,gene_13,ctrl,1,59.236429356369484
pw_065,gene_13,ctrl,2,81.97506669755322
pw_065,gene_13,ctrl,3,81.82111234541439
pw_065,gene_13,ctrl,4,80.60201665128649
pw_065,gene_13,ctrl,5,132.18736061470585
pw_065,gene_13,ctrl,6,117.2068791549804
pw_065,gene_13,ctrl,7,29.084087204360017
pw_065,gene_13,ctrl,8,105.85002010300815
pw_065,gene_13,treatment,1,119.62056034272887
pw_065,gene_13,treatment,2,109.42642740502079
pw_065,gene_13,treatment,3,82.63854818222289
pw_065,gene_13,treatment,4,80.61840573378069
pw_065,gene_13,treatment,5,30.89451341518965
pw_065,gene_13,treatment,6,37.70836421528827
pw_065,gene_13,treatment,7,108.54462210151084
pw_065,gene_13,treatment,8,58.38279203814536
pw_066,gene_14,ctrl,1,56.88126455514573
pw_066,gene_14,ctrl,2,51.37052865130902
pw_066,gene_14,ctrl,3,80.68097847107508
pw_066,gene_14,ctrl,4,138.91943019131463
pw_066,gene_14,ctrl,5,195.76552954446333
pw_066,gene_14,ctrl,6,86.1252558826572
pw_066,gene_14,ctrl,7,78.06762841629549
pw_066,gene_14,ctrl,8,77.2193370493506
pw_066,gene_14,treatment,1,69.48870510645725
pw_066,gene_14,treatment,2,128.87612749805214
pw_066,gene_14,treatment,3,102.92384068019784
pw_066,gene_14,treatment,4,68.26841657757598
pw_066,gene_14,treatment,5,204.58304907426498
pw_066,gene_14,treatment,6,149.45317327945492
pw_066,gene_14,treatment,7,129.19712513316688
pw_066,gene_14,treatment,8,93.11254192167867
pw_067,gene_14,ctrl,1,128.32714117036463
pw_067,gene_14,ctrl,2,133.24608047725206
pw_067,gene_14,ctrl,3,143.99344615150787
pw_067,gene_14,ctrl,4,76.2493574708222
pw_067,gene_14,ctrl,5,193.4312459755587
pw_067,gene_14,ctrl,6,145.3603597377807
pw_067,gene_14,ctrl,7,147.50904131164174
pw_067,gene_14,ctrl,8,82.90795145865575
pw_067,gene_14,treatment,1,99.67480924731743
pw_067,gene_14,treatment,2,199.07500504432574
pw_067,gene_14,treatment,3,143.9035598540972
pw_067,gene_14,treatment,4,142.76734077370926
pw_067,gene_14,treatment,5,271.2636256193764
pw_067,gene_14,treatment,6,112.08836876121093
pw_067,gene_14,treatment,7,150.07422690984606
pw_067,gene_14,treatment,8,124.52907227742713
pw_068,gene_14,ctrl,1,93.28765162193318
pw_068,gene_14,ctrl,2,112.70976351580319
pw_068,gene_14,ctrl,3,58.48662605806269
pw_068,gene_14,ctrl,4,123.89518214522258
pw_068,gene_14,ctrl,5,110.2008491578255
pw_068,gene_14,ctrl,6,106.11170194160437
pw_068,gene_14,ctrl,7,131.46149601265958
pw_068,gene_14,ctrl,8,92.76941612606942
pw_068,gene_14,treatment,1,103.92853597766923
pw_068,gene_14,treatment,2,89.29001320566151
pw_068,gene_14,treatment,3,91.33807152975064
pw_068,gene_14,treatment,4,96.00182272209095
pw_068,gene_14,treatment,5,137.5980658321111
pw_068,gene_14,treatment,6,176.0326331638157
pw_068,gene_14,treatment,7,85.28568339318832
pw_068,gene_14,treatment,8,139.98311368161265
pw_069,gene_14,ctrl,1,184.8338597221154
pw_069,gene_14,ctrl,2,137.4754816370205
pw_069,gene_14,ctrl,3,97.15431023939378
pw_069,gene_14,ctrl,4,97.57810900698058
pw_069,gene_14,ctrl,5,136.8878329462415
pw_069,gene_14,ctrl,6,97.59267133127796
pw_069,gene_14,ctrl,7,92.44075386348686
pw_069,gene_14,ctrl,8,148.18365055896274
pw_069,gene_14,treatment,1,121.1168162432467
pw_069,gene_14,treatment,2,109.33806447658172
pw_069,gene_14,treatment,3,128.1268916514401
pw_069,gene_14,treatment,4,103.2250263694871
pw_069,gene_14,treatment,5,44.039396317740895
pw_069,gene_14,treatment,6,129.75162367776989
pw_069,gene_14,treatment,7,152.48376515320209
pw_069,gene_14,treatment,8,59.67526409724383
pw_070,gene_14,ctrl,1,93.9558442801951
pw_070,gene_14,ctrl,2,124.91991779723877
pw_070,gene_14,ctrl,3,113.56434040212284
pw_070,gene_14,ctrl,4,183.04952913387783
pw_070,gene_14,ctrl,5,102.92854564278927
pw_070,gene_14,ctrl,6,151.17305415274672
pw_070,gene_14,ctrl,7,276.60521076866894
pw_070,gene_14,ctrl,8,154.2084056683303
pw_070,gene_14,treatment,1,109.40168504642806
pw_070,gene_14,treatment,2,108.2766487369702
pw_070,gene_14,treatment,3,151.16784596281028
pw_070,gene_14,treatment,4,126.3959296697667
pw_070,gene_14,treatment,5,147.5375781263854
pw_070,gene_14,treatment,6,99.0917855770398
pw_070,gene_14,treatment,7,85.50387046981194
pw_070,gene_14,treatment,8,84.55237313894031
pw_071,gene_15,ctrl,1,79.8132063864355
pw_071,gene_15,ctrl,2,65.93455510291766
pw_071,gene_15,ctrl,3,67.27327552931419
pw_071,gene_15,ctrl,4,50.824807414888156
pw_071,gene_15,ctrl,5,23.418399320101784
pw_071,gene_15,ctrl,6,62.70598339319465
pw_071,gene_15,ctrl,7,27.04743979195563
pw_071,gene_15,ctrl,8,40.97076057925048
pw_071,gene_15,treatment,1,63.92712915487733
pw_071,gene_15,treatment,2,32.91673657961026
pw_071,gene_15,treatment,3,27.410547232591753
pw_071,gene_15,treatment,4,63.62387749945782
pw_071,gene_15,treatment,5,46.07738939167525
pw_071,gene_15,treatment,6,34.138601011367264
pw_071,gene_15,treatment,7,40.55852804145561
pw_071,gene_15,treatment,8,48.68395858816479
pw_072,gene_15,ctrl,1,121.38879452842122
pw_072,gene_15,ctrl,2,82.5596859679001
pw_072,gene_15,ctrl,3,80.1336692474425
pw_072,gene_15,ctrl,4,95.00096666854547
pw_072,gene_15,ctrl,5,78.97913567254743
