gene_name,peptide_sequence,treatment_name,seconds,bio_rep,tech_rep,total_area
f4776229,333ff94f,605734a3,300,3,4,NA
f4776229,333ff94f,605734a3,600,1,1,NA
f4776229,333ff94f,605734a3,600,1,2,0.00516667722357395
f4776229,333ff94f,605734a3,600,1,3,0.004278725022351081
f4776229,333ff94f,605734a3,600,1,4,NA
f4776229,333ff94f,605734a3,600,2,1,NA
f4776229,333ff94f,605734a3,600,2,2,NA
f4776229,333ff94f,605734a3,600,2,3,NA
f4776229,333ff94f,605734a3,600,2,4,NA
f4776229,333ff94f,605734a3,600,3,1,NA
f4776229,333ff94f,605734a3,600,3,2,6.527663987189355e-4
f4776229,333ff94f,605734a3,600,3,3,7.508700410564665e-4
f4776229,333ff94f,605734a3,600,3,4,NA
c4618ef1,41a8ee35,665e6428,0,1,1,NA
c4618ef1,41a8ee35,665e6428,0,1,2,0.030367690430347972
c4618ef1,41a8ee35,665e6428,0,1,3,0.02096101710777408
c4618ef1,41a8ee35,665e6428,0,1,4,NA
c4618ef1,41a8ee35,665e6428,0,2,1,NA
c4618ef1,41a8ee35,665e6428,0,2,2,0.02517001214071291
c4618ef1,41a8ee35,665e6428,0,2,3,0.021564244104039607
c4618ef1,41a8ee35,665e6428,0,2,4,NA
c4618ef1,41a8ee35,665e6428,0,3,1,NA
c4618ef1,41a8ee35,665e6428,0,3,2,0.01841128500916721
c4618ef1,41a8ee35,665e6428,0,3,3,0.01458655282775813
c4618ef1,41a8ee35,665e6428,0,3,4,NA
c4618ef1,41a8ee35,665e6428,150,1,1,NA
c4618ef1,41a8ee35,665e6428,150,1,2,0.043033436188903186
c4618ef1,41a8ee35,665e6428,150,1,3,0.03026828665576024
c4618ef1,41a8ee35,665e6428,150,1,4,NA
c4618ef1,41a8ee35,665e6428,150,2,1,NA
c4618ef1,41a8ee35,665e6428,150,2,2,0.020685181417978087
c4618ef1,41a8ee35,665e6428,150,2,3,0.016975946309489457
c4618ef1,41a8ee35,665e6428,150,2,4,NA
c4618ef1,41a8ee35,665e6428,150,3,1,NA
c4618ef1,41a8ee35,665e6428,150,3,2,0.026456978964425518
c4618ef1,41a8ee35,665e6428,150,3,3,0.02402531344658635
c4618ef1,41a8ee35,665e6428,150,3,4,NA
c4618ef1,41a8ee35,665e6428,300,1,1,NA
c4618ef1,41a8ee35,665e6428,300,1,2,0.04110061302841268
c4618ef1,41a8ee35,665e6428,300,1,3,0.03189950390700243
c4618ef1,41a8ee35,665e6428,300,1,4,NA
c4618ef1,41a8ee35,665e6428,300,2,1,NA
c4618ef1,41a8ee35,665e6428,300,2,2,0.016114330109097956
c4618ef1,41a8ee35,665e6428,300,2,3,0.014346698987261968
c4618ef1,41a8ee35,665e6428,300,2,4,NA
c4618ef1,41a8ee35,665e6428,300,3,1,NA
c4618ef1,41a8ee35,665e6428,300,3,2,0.01817555133625207
c4618ef1,41a8ee35,665e6428,300,3,3,0.013983111774397454
c4618ef1,41a8ee35,665e6428,300,3,4,NA
c4618ef1,41a8ee35,665e6428,600,1,1,NA
c4618ef1,41a8ee35,665e6428,600,1,2,0.04295463630901366
c4618ef1,41a8ee35,665e6428,600,1,3,0.027926210091663243
c4618ef1,41a8ee35,665e6428,600,1,4,NA
c4618ef1,41a8ee35,665e6428,600,2,1,NA
c4618ef1,41a8ee35,665e6428,600,2,2,0.017983745731080726
c4618ef1,41a8ee35,665e6428,600,2,3,0.016173576881257673
c4618ef1,41a8ee35,665e6428,600,2,4,NA
c4618ef1,41a8ee35,665e6428,600,3,1,NA
c4618ef1,41a8ee35,665e6428,600,3,2,0.019265491058324227
c4618ef1,41a8ee35,665e6428,600,3,3,0.015523826833396556
c4618ef1,41a8ee35,665e6428,600,3,4,NA
c4618ef1,41a8ee35,605734a3,0,1,1,NA
c4618ef1,41a8ee35,605734a3,0,1,2,0.04659705451006684
c4618ef1,41a8ee35,605734a3,0,1,3,0.036925173999063234
c4618ef1,41a8ee35,605734a3,0,1,4,NA
c4618ef1,41a8ee35,605734a3,0,2,1,NA
c4618ef1,41a8ee35,605734a3,0,2,2,0.02199707999256334
c4618ef1,41a8ee35,605734a3,0,2,3,0.019949253417444447
c4618ef1,41a8ee35,605734a3,0,2,4,NA
c4618ef1,41a8ee35,605734a3,0,3,1,NA
c4618ef1,41a8ee35,605734a3,0,3,2,0.03728736425331217
c4618ef1,41a8ee35,605734a3,0,3,3,0.03323609540028554
c4618ef1,41a8ee35,605734a3,0,3,4,NA
c4618ef1,41a8ee35,605734a3,150,1,1,NA
c4618ef1,41a8ee35,605734a3,150,1,2,0.03635492110284393
c4618ef1,41a8ee35,605734a3,150,1,3,0.032371638275974904
c4618ef1,41a8ee35,605734a3,150,1,4,NA
c4618ef1,41a8ee35,605734a3,150,2,1,NA
c4618ef1,41a8ee35,605734a3,150,2,2,0.02093172694294518
c4618ef1,41a8ee35,605734a3,150,2,3,0.01996476360552564
c4618ef1,41a8ee35,605734a3,150,2,4,NA
c4618ef1,41a8ee35,605734a3,150,3,1,NA
c4618ef1,41a8ee35,605734a3,150,3,2,0.027452956384126405
c4618ef1,41a8ee35,605734a3,150,3,3,0.02116791752679274
c4618ef1,41a8ee35,605734a3,150,3,4,NA
c4618ef1,41a8ee35,605734a3,300,1,1,NA
c4618ef1,41a8ee35,605734a3,300,1,2,0.034185449562121495
c4618ef1,41a8ee35,605734a3,300,1,3,0.026997022841915318
c4618ef1,41a8ee35,605734a3,300,1,4,NA
c4618ef1,41a8ee35,605734a3,300,2,1,NA
c4618ef1,41a8ee35,605734a3,300,2,2,0.022410200575618943
c4618ef1,41a8ee35,605734a3,300,2,3,0.019917521764230887
c4618ef1,41a8ee35,605734a3,300,2,4,NA
c4618ef1,41a8ee35,605734a3,300,3,1,NA
c4618ef1,41a8ee35,605734a3,300,3,2,0.03076653588063032
c4618ef1,41a8ee35,605734a3,300,3,3,0.023132692386868013
c4618ef1,41a8ee35,605734a3,300,3,4,NA
c4618ef1,41a8ee35,605734a3,600,1,1,NA
c4618ef1,41a8ee35,605734a3,600,1,2,0.04094751540402305
c4618ef1,41a8ee35,605734a3,600,1,3,0.03376366141128877
c4618ef1,41a8ee35,605734a3,600,1,4,NA
c4618ef1,41a8ee35,605734a3,600,2,1,NA
c4618ef1,41a8ee35,605734a3,600,2,2,0.01771183876089872
c4618ef1,41a8ee35,605734a3,600,2,3,0.01551169206913342
c4618ef1,41a8ee35,605734a3,600,2,4,NA
c4618ef1,41a8ee35,605734a3,600,3,1,NA
c4618ef1,41a8ee35,605734a3,600,3,2,0.034171134286126295
c4618ef1,41a8ee35,605734a3,600,3,3,0.026626498821271875
c4618ef1,41a8ee35,605734a3,600,3,4,NA
5286d500,1b3b9bb2,665e6428,0,1,1,NA
5286d500,1b3b9bb2,665e6428,0,1,2,0.023062508273443146
5286d500,1b3b9bb2,665e6428,0,1,3,0.017064685867704696
5286d500,1b3b9bb2,665e6428,0,1,4,NA
5286d500,1b3b9bb2,665e6428,0,2,1,NA
5286d500,1b3b9bb2,665e6428,0,2,2,0.0628624404220946
5286d500,1b3b9bb2,665e6428,0,2,3,0.04315231973827583
5286d500,1b3b9bb2,665e6428,0,2,4,NA
5286d500,1b3b9bb2,665e6428,0,3,1,NA
5286d500,1b3b9bb2,665e6428,0,3,2,0.049963489505011546
5286d500,1b3b9bb2,665e6428,0,3,3,0.03981668657534608
5286d500,1b3b9bb2,665e6428,0,3,4,NA
5286d500,1b3b9bb2,665e6428,150,1,1,NA
5286d500,1b3b9bb2,665e6428,150,1,2,0.03355548347201234
5286d500,1b3b9bb2,665e6428,150,1,3,0.02963816732027534
5286d500,1b3b9bb2,665e6428,150,1,4,NA
5286d500,1b3b9bb2,665e6428,150,2,1,NA
5286d500,1b3b9bb2,665e6428,150,2,2,0.06622708481915515
5286d500,1b3b9bb2,665e6428,150,2,3,0.04457179435779891
5286d500,1b3b9bb2,665e6428,150,2,4,NA
5286d500,1b3b9bb2,665e6428,150,3,1,NA
5286d500,1b3b9bb2,665e6428,150,3,2,0.04938221284702781
5286d500,1b3b9bb2,665e6428,150,3,3,0.04135903340459965
5286d500,1b3b9bb2,665e6428,150,3,4,NA
5286d500,1b3b9bb2,665e6428,300,1,1,NA
5286d500,1b3b9bb2,665e6428,300,1,2,0.028229418145175968
5286d500,1b3b9bb2,665e6428,300,1,3,0.020885000423224154
5286d500,1b3b9bb2,665e6428,300,1,4,NA
5286d500,1b3b9bb2,665e6428,300,2,1,NA
5286d500,1b3b9bb2,665e6428,300,2,2,0.07863499523873027
5286d500,1b3b9bb2,665e6428,300,2,3,0.051284615742565
5286d500,1b3b9bb2,665e6428,300,2,4,NA
5286d500,1b3b9bb2,665e6428,300,3,1,NA
5286d500,1b3b9bb2,665e6428,300,3,2,0.07710140005479942
5286d500,1b3b9bb2,665e6428,300,3,3,0.059488617585360365
5286d500,1b3b9bb2,665e6428,300,3,4,NA
5286d500,1b3b9bb2,665e6428,600,1,1,NA
5286d500,1b3b9bb2,665e6428,600,1,2,0.011459290101693867
5286d500,1b3b9bb2,665e6428,600,1,3,0.006916176717237976
5286d500,1b3b9bb2,665e6428,600,1,4,NA
5286d500,1b3b9bb2,665e6428,600,2,1,NA
5286d500,1b3b9bb2,665e6428,600,2,2,0.06396084591942336
5286d500,1b3b9bb2,665e6428,600,2,3,0.044300448922912225
5286d500,1b3b9bb2,665e6428,600,2,4,NA
5286d500,1b3b9bb2,665e6428,600,3,1,NA
5286d500,1b3b9bb2,665e6428,600,3,2,0.05409356515646878
5286d500,1b3b9bb2,665e6428,600,3,3,0.04046529384283552
5286d500,1b3b9bb2,665e6428,600,3,4,NA
5286d500,1b3b9bb2,605734a3,0,1,1,NA
5286d500,1b3b9bb2,605734a3,0,1,2,0.019834883968145905
5286d500,1b3b9bb2,605734a3,0,1,3,0.013590007239689499
5286d500,1b3b9bb2,605734a3,0,1,4,NA
5286d500,1b3b9bb2,605734a3,0,2,1,NA
5286d500,1b3b9bb2,605734a3,0,2,2,0.05429323243830397
5286d500,1b3b9bb2,605734a3,0,2,3,0.03846297544762039
5286d500,1b3b9bb2,605734a3,0,2,4,NA
5286d500,1b3b9bb2,605734a3,0,3,1,NA
5286d500,1b3b9bb2,605734a3,0,3,2,0.0819835310594335
5286d500,1b3b9bb2,605734a3,0,3,3,0.058053747981496366
5286d500,1b3b9bb2,605734a3,0,3,4,NA
5286d500,1b3b9bb2,605734a3,150,1,1,NA
5286d500,1b3b9bb2,605734a3,150,1,2,0.023479052077721475
5286d500,1b3b9bb2,605734a3,150,1,3,0.014524573366252735
5286d500,1b3b9bb2,605734a3,150,1,4,NA
5286d500,1b3b9bb2,605734a3,150,2,1,NA
5286d500,1b3b9bb2,605734a3,150,2,2,0.0657072220710551
5286d500,1b3b9bb2,605734a3,150,2,3,0.0448302838020439
5286d500,1b3b9bb2,605734a3,150,2,4,NA
5286d500,1b3b9bb2,605734a3,150,3,1,NA
5286d500,1b3b9bb2,605734a3,150,3,2,0.06953235361521456
5286d500,1b3b9bb2,605734a3,150,3,3,0.04589853373866619
5286d500,1b3b9bb2,605734a3,150,3,4,NA
5286d500,1b3b9bb2,605734a3,300,1,1,NA
5286d500,1b3b9bb2,605734a3,300,1,2,0.012650782188748636
5286d500,1b3b9bb2,605734a3,300,1,3,0.0064837704422293614
5286d500,1b3b9bb2,605734a3,300,1,4,NA
5286d500,1b3b9bb2,605734a3,300,2,1,NA
5286d500,1b3b9bb2,605734a3,300,2,2,0.05508495863253909
5286d500,1b3b9bb2,605734a3,300,2,3,0.03681688935573191
5286d500,1b3b9bb2,605734a3,300,2,4,NA
5286d500,1b3b9bb2,605734a3,300,3,1,NA
5286d500,1b3b9bb2,605734a3,300,3,2,0.08472406348998998
5286d500,1b3b9bb2,605734a3,300,3,3,0.055807418720684704
5286d500,1b3b9bb2,605734a3,300,3,4,NA
5286d500,1b3b9bb2,605734a3,600,1,1,NA
5286d500,1b3b9bb2,605734a3,600,1,2,0.020072482192199856
5286d500,1b3b9bb2,605734a3,600,1,3,0.012411013035859893
5286d500,1b3b9bb2,605734a3,600,1,4,NA
5286d500,1b3b9bb2,605734a3,600,2,1,NA
5286d500,1b3b9bb2,605734a3,600,2,2,0.057974717950861746
5286d500,1b3b9bb2,605734a3,600,2,3,0.04359682160939145
5286d500,1b3b9bb2,605734a3,600,2,4,NA
5286d500,1b3b9bb2,605734a3,600,3,1,NA
5286d500,1b3b9bb2,605734a3,600,3,2,0.08041615462931484
5286d500,1b3b9bb2,605734a3,600,3,3,0.06028398938291485
5286d500,1b3b9bb2,605734a3,600,3,4,NA
5286d500,cf2e5188,665e6428,0,1,1,NA
5286d500,cf2e5188,665e6428,0,1,2,0.02109538219889585
5286d500,cf2e5188,665e6428,0,1,3,0.015774774538942275
5286d500,cf2e5188,665e6428,0,1,4,NA
5286d500,cf2e5188,665e6428,0,2,1,NA
5286d500,cf2e5188,665e6428,0,2,2,0.05775213300722845
5286d500,cf2e5188,665e6428,0,2,3,0.0395971899984249
5286d500,cf2e5188,665e6428,0,2,4,NA
5286d500,cf2e5188,665e6428,0,3,1,NA
5286d500,cf2e5188,665e6428,0,3,2,0.046100305189260136
5286d500,cf2e5188,665e6428,0,3,3,0.03674793990334945
5286d500,cf2e5188,665e6428,0,3,4,NA
5286d500,cf2e5188,665e6428,150,1,1,NA
5286d500,cf2e5188,665e6428,150,1,2,0.0308271125907001
5286d500,cf2e5188,665e6428,150,1,3,0.02714205665907345
5286d500,cf2e5188,665e6428,150,1,4,NA
5286d500,cf2e5188,665e6428,150,2,1,NA
5286d500,cf2e5188,665e6428,150,2,2,0.060341963129078115
5286d500,cf2e5188,665e6428,150,2,3,0.041311238035433545
5286d500,cf2e5188,665e6428,150,2,4,NA
5286d500,cf2e5188,665e6428,150,3,1,NA
5286d500,cf2e5188,665e6428,150,3,2,0.0454455520739298
5286d500,cf2e5188,665e6428,150,3,3,0.0380573236689801
5286d500,cf2e5188,665e6428,150,3,4,NA
5286d500,cf2e5188,665e6428,300,1,1,NA
5286d500,cf2e5188,665e6428,300,1,2,0.02600958734633633
5286d500,cf2e5188,665e6428,300,1,3,0.019541129671591658
5286d500,cf2e5188,665e6428,300,1,4,NA
5286d500,cf2e5188,665e6428,300,2,1,NA
5286d500,cf2e5188,665e6428,300,2,2,0.07194145367267016
5286d500,cf2e5188,665e6428,300,2,3,0.04698156931353149
5286d500,cf2e5188,665e6428,300,2,4,NA
5286d500,cf2e5188,665e6428,300,3,1,NA
5286d500,cf2e5188,665e6428,300,3,2,0.07092520728091636
5286d500,cf2e5188,665e6428,300,3,3,0.05457673602923882
5286d500,cf2e5188,665e6428,300,3,4,NA
5286d500,cf2e5188,665e6428,600,1,1,NA
5286d500,cf2e5188,665e6428,600,1,2,0.010976540047557807
5286d500,cf2e5188,665e6428,600,1,3,0.006510304374610213
5286d500,cf2e5188,665e6428,600,1,4,NA
5286d500,cf2e5188,665e6428,600,2,1,NA
5286d500,cf2e5188,665e6428,600,2,2,0.0587316403624892
5286d500,cf2e5188,665e6428,600,2,3,0.040569511384760316
5286d500,cf2e5188,665e6428,600,2,4,NA
5286d500,cf2e5188,665e6428,600,3,1,NA
5286d500,cf2e5188,665e6428,600,3,2,0.049804864697191836
5286d500,cf2e5188,665e6428,600,3,3,0.036853782876472875
5286d500,cf2e5188,665e6428,600,3,4,NA
5286d500,cf2e5188,605734a3,0,1,1,NA
5286d500,cf2e5188,605734a3,0,1,2,0.018693207216511014
5286d500,cf2e5188,605734a3,0,1,3,0.012775913347935345
5286d500,cf2e5188,605734a3,0,1,4,NA
5286d500,cf2e5188,605734a3,0,2,1,NA
5286d500,cf2e5188,605734a3,0,2,2,0.050292081681822004
5286d500,cf2e5188,605734a3,0,2,3,0.03505927631079663
5286d500,cf2e5188,605734a3,0,2,4,NA
5286d500,cf2e5188,605734a3,0,3,1,NA
5286d500,cf2e5188,605734a3,0,3,2,0.07530100962148337
5286d500,cf2e5188,605734a3,0,3,3,0.05289985865804007
5286d500,cf2e5188,605734a3,0,3,4,NA
5286d500,cf2e5188,605734a3,150,1,1,NA
5286d500,cf2e5188,605734a3,150,1,2,0.021963290543262882
5286d500,cf2e5188,605734a3,150,1,3,0.013897372226447935
5286d500,cf2e5188,605734a3,150,1,4,NA
5286d500,cf2e5188,605734a3,150,2,1,NA
5286d500,cf2e5188,605734a3,150,2,2,0.06028548175690076
5286d500,cf2e5188,605734a3,150,2,3,0.04136399138410251
5286d500,cf2e5188,605734a3,150,2,4,NA
5286d500,cf2e5188,605734a3,150,3,1,NA
5286d500,cf2e5188,605734a3,150,3,2,0.06446944382907203
5286d500,cf2e5188,605734a3,150,3,3,0.04206112279582824
5286d500,cf2e5188,605734a3,150,3,4,NA
5286d500,cf2e5188,605734a3,300,1,1,NA
5286d500,cf2e5188,605734a3,300,1,2,0.012363139149296697
5286d500,cf2e5188,605734a3,300,1,3,0.006131077299631014
5286d500,cf2e5188,605734a3,300,1,4,NA
5286d500,cf2e5188,605734a3,300,2,1,NA
5286d500,cf2e5188,605734a3,300,2,2,0.050448762786414116
5286d500,cf2e5188,605734a3,300,2,3,0.034034147995264705
5286d500,cf2e5188,605734a3,300,2,4,NA
5286d500,cf2e5188,605734a3,300,3,1,NA
5286d500,cf2e5188,605734a3,300,3,2,0.07808129673476576
5286d500,cf2e5188,605734a3,300,3,3,0.051118976441966085
5286d500,cf2e5188,605734a3,300,3,4,NA
5286d500,cf2e5188,605734a3,600,1,1,NA
5286d500,cf2e5188,605734a3,600,1,2,0.018844340929247243
5286d500,cf2e5188,605734a3,600,1,3,0.01188750599624419
5286d500,cf2e5188,605734a3,600,1,4,NA
5286d500,cf2e5188,605734a3,600,2,1,NA
5286d500,cf2e5188,605734a3,600,2,2,0.053298762707688574
5286d500,cf2e5188,605734a3,600,2,3,0.04077523587934277
5286d500,cf2e5188,605734a3,600,2,4,NA
5286d500,cf2e5188,605734a3,600,3,1,NA
5286d500,cf2e5188,605734a3,600,3,2,0.0744764330195522
5286d500,cf2e5188,605734a3,600,3,3,0.055306461121448526
5286d500,cf2e5188,605734a3,600,3,4,NA
5286d500,c4255dbf,665e6428,0,1,1,NA
5286d500,c4255dbf,665e6428,0,1,2,0.00393541362658732
5286d500,c4255dbf,665e6428,0,1,3,0.004011183154078569
5286d500,c4255dbf,665e6428,0,1,4,NA
5286d500,c4255dbf,665e6428,0,2,1,NA
5286d500,c4255dbf,665e6428,0,2,2,0.013329324771295097
5286d500,c4255dbf,665e6428,0,2,3,0.008748736702857175
5286d500,c4255dbf,665e6428,0,2,4,NA
5286d500,c4255dbf,665e6428,0,3,1,NA
5286d500,c4255dbf,665e6428,0,3,2,0.01174316423550355
5286d500,c4255dbf,665e6428,0,3,3,0.008273877719746288
5286d500,c4255dbf,665e6428,0,3,4,NA
5286d500,c4255dbf,665e6428,150,1,1,NA
5286d500,c4255dbf,665e6428,150,1,2,0.005788416068782245
5286d500,c4255dbf,665e6428,150,1,3,0.005351385662055408
5286d500,c4255dbf,665e6428,150,1,4,NA
5286d500,c4255dbf,665e6428,150,2,1,NA
5286d500,c4255dbf,665e6428,150,2,2,0.013465784854935058
5286d500,c4255dbf,665e6428,150,2,3,0.008172028565413304
5286d500,c4255dbf,665e6428,150,2,4,NA
5286d500,c4255dbf,665e6428,150,3,1,NA
5286d500,c4255dbf,665e6428,150,3,2,0.011582899814827616
5286d500,c4255dbf,665e6428,150,3,3,0.007708098085787895
5286d500,c4255dbf,665e6428,150,3,4,NA
5286d500,c4255dbf,665e6428,300,1,1,NA
5286d500,c4255dbf,665e6428,300,1,2,0.002779727113666862
5286d500,c4255dbf,665e6428,300,1,3,0.0012950286437481107
5286d500,c4255dbf,665e6428,300,1,4,NA
5286d500,c4255dbf,665e6428,300,2,1,NA
5286d500,c4255dbf,665e6428,300,2,2,0.016603119466557834
5286d500,c4255dbf,665e6428,300,2,3,0.009505958434278546
5286d500,c4255dbf,665e6428,300,2,4,NA
5286d500,c4255dbf,665e6428,300,3,1,NA
5286d500,c4255dbf,665e6428,300,3,2,0.01901057733868959
5286d500,c4255dbf,665e6428,300,3,3,0.013851224428608776
5286d500,c4255dbf,665e6428,300,3,4,NA
5286d500,c4255dbf,665e6428,600,1,1,NA
5286d500,c4255dbf,665e6428,600,1,2,4.8785876660645754e-4
5286d500,c4255dbf,665e6428,600,1,3,NA
5286d500,c4255dbf,665e6428,600,1,4,NA
5286d500,c4255dbf,665e6428,600,2,1,NA
5286d500,c4255dbf,665e6428,600,2,2,0.013479387026222306
5286d500,c4255dbf,665e6428,600,2,3,0.007042243591585559
5286d500,c4255dbf,665e6428,600,2,4,NA
5286d500,c4255dbf,665e6428,600,3,1,NA
5286d500,c4255dbf,665e6428,600,3,2,0.010884122559349074
5286d500,c4255dbf,665e6428,600,3,3,0.00679855107664748
5286d500,c4255dbf,665e6428,600,3,4,NA
5286d500,c4255dbf,605734a3,0,1,1,NA
5286d500,c4255dbf,605734a3,0,1,2,0.0025913571819951367
5286d500,c4255dbf,605734a3,0,1,3,0.0014611876113999349
5286d500,c4255dbf,605734a3,0,1,4,NA
5286d500,c4255dbf,605734a3,0,2,1,NA
5286d500,c4255dbf,605734a3,0,2,2,0.010520081229406278
5286d500,c4255dbf,605734a3,0,2,3,0.004246868320989544
5286d500,c4255dbf,605734a3,0,2,4,NA
5286d500,c4255dbf,605734a3,0,3,1,NA
5286d500,c4255dbf,605734a3,0,3,2,0.018295492420068404
5286d500,c4255dbf,605734a3,0,3,3,0.013341057349204162
5286d500,c4255dbf,605734a3,0,3,4,NA
5286d500,c4255dbf,605734a3,150,1,1,NA
5286d500,c4255dbf,605734a3,150,1,2,0.001177826746562676
5286d500,c4255dbf,605734a3,150,1,3,2.639030682050503e-4
5286d500,c4255dbf,605734a3,150,1,4,NA
5286d500,c4255dbf,605734a3,150,2,1,NA
5286d500,c4255dbf,605734a3,150,2,2,0.01612286457006712
5286d500,c4255dbf,605734a3,150,2,3,0.011863414967612524
5286d500,c4255dbf,605734a3,150,2,4,NA
5286d500,c4255dbf,605734a3,150,3,1,NA
5286d500,c4255dbf,605734a3,150,3,2,0.0100791987148033
5286d500,c4255dbf,605734a3,150,3,3,0.006865898591426534
5286d500,c4255dbf,605734a3,150,3,4,NA
5286d500,c4255dbf,605734a3,300,1,1,NA
5286d500,c4255dbf,605734a3,300,1,2,1.3618430702700397e-4
5286d500,c4255dbf,605734a3,300,1,3,NA
5286d500,c4255dbf,605734a3,300,1,4,NA
5286d500,c4255dbf,605734a3,300,2,1,NA
5286d500,c4255dbf,605734a3,300,2,2,0.009263278368673376
5286d500,c4255dbf,605734a3,300,2,3,0.005126958891627477
5286d500,c4255dbf,605734a3,300,2,4,NA
5286d500,c4255dbf,605734a3,300,3,1,NA
5286d500,c4255dbf,605734a3,300,3,2,0.013718740945640916
5286d500,c4255dbf,605734a3,300,3,3,0.008792627194394087
5286d500,c4255dbf,605734a3,300,3,4,NA
5286d500,c4255dbf,605734a3,600,1,1,NA
5286d500,c4255dbf,605734a3,600,1,2,0.0017314174113921288
5286d500,c4255dbf,605734a3,600,1,3,2.093716900149519e-4
5286d500,c4255dbf,605734a3,600,1,4,NA
5286d500,c4255dbf,605734a3,600,2,1,NA
5286d500,c4255dbf,605734a3,600,2,2,0.011266511796230694
5286d500,c4255dbf,605734a3,600,2,3,0.007088839430818337
5286d500,c4255dbf,605734a3,600,2,4,NA
5286d500,c4255dbf,605734a3,600,3,1,NA
5286d500,c4255dbf,605734a3,600,3,2,0.021320205588984103
5286d500,c4255dbf,605734a3,600,3,3,0.016009594485632012
5286d500,c4255dbf,605734a3,600,3,4,NA
edf2ae8f,399eedf5,665e6428,0,1,1,NA
edf2ae8f,399eedf5,665e6428,0,1,2,0.0013690318534924518
edf2ae8f,399eedf5,665e6428,0,1,3,6.27010240248594e-4
edf2ae8f,399eedf5,665e6428,0,1,4,NA
edf2ae8f,399eedf5,665e6428,0,2,1,NA
edf2ae8f,399eedf5,665e6428,0,2,2,NA
edf2ae8f,399eedf5,665e6428,0,2,3,NA
edf2ae8f,399eedf5,665e6428,0,2,4,NA
edf2ae8f,399eedf5,665e6428,0,3,1,NA
edf2ae8f,399eedf5,665e6428,0,3,2,0.001364921181593244
edf2ae8f,399eedf5,665e6428,0,3,3,1.9748798256608417e-4
edf2ae8f,399eedf5,665e6428,0,3,4,NA
edf2ae8f,399eedf5,665e6428,150,1,1,NA
edf2ae8f,399eedf5,665e6428,150,1,2,4.7799351783841886e-4
edf2ae8f,399eedf5,665e6428,150,1,3,7.592951056245433e-5
edf2ae8f,399eedf5,665e6428,150,1,4,NA
edf2ae8f,399eedf5,665e6428,150,2,1,NA
edf2ae8f,399eedf5,665e6428,150,2,2,NA
edf2ae8f,399eedf5,665e6428,150,2,3,NA
edf2ae8f,399eedf5,665e6428,150,2,4,NA
edf2ae8f,399eedf5,665e6428,150,3,1,NA
edf2ae8f,399eedf5,665e6428,150,3,2,5.633838819637093e-5
edf2ae8f,399eedf5,665e6428,150,3,3,NA
edf2ae8f,399eedf5,665e6428,150,3,4,NA
edf2ae8f,399eedf5,665e6428,300,1,1,NA
edf2ae8f,399eedf5,665e6428,300,1,2,NA
edf2ae8f,399eedf5,665e6428,300,1,3,NA
edf2ae8f,399eedf5,665e6428,300,1,4,NA
edf2ae8f,399eedf5,665e6428,300,2,1,NA
edf2ae8f,399eedf5,665e6428,300,2,2,NA
edf2ae8f,399eedf5,665e6428,300,2,3,NA
edf2ae8f,399eedf5,665e6428,300,2,4,NA
edf2ae8f,399eedf5,665e6428,300,3,1,NA
edf2ae8f,399eedf5,665e6428,300,3,2,NA
edf2ae8f,399eedf5,665e6428,300,3,3,7.754232935145088e-5
edf2ae8f,399eedf5,665e6428,300,3,4,NA
edf2ae8f,399eedf5,665e6428,600,1,1,NA
edf2ae8f,399eedf5,665e6428,600,1,2,NA
edf2ae8f,399eedf5,665e6428,600,1,3,NA
edf2ae8f,399eedf5,665e6428,600,1,4,NA
edf2ae8f,399eedf5,665e6428,600,2,1,NA
edf2ae8f,399eedf5,665e6428,600,2,2,NA
edf2ae8f,399eedf5,665e6428,600,2,3,NA
edf2ae8f,399eedf5,665e6428,600,2,4,NA
edf2ae8f,399eedf5,665e6428,600,3,1,NA
edf2ae8f,399eedf5,665e6428,600,3,2,NA
edf2ae8f,399eedf5,665e6428,600,3,3,NA
edf2ae8f,399eedf5,665e6428,600,3,4,NA
edf2ae8f,399eedf5,605734a3,0,1,1,NA
edf2ae8f,399eedf5,605734a3,0,1,2,0.003975462371495633
edf2ae8f,399eedf5,605734a3,0,1,3,0.0013096970001808855
edf2ae8f,399eedf5,605734a3,0,1,4,NA
edf2ae8f,399eedf5,605734a3,0,2,1,NA
edf2ae8f,399eedf5,605734a3,0,2,2,NA
edf2ae8f,399eedf5,605734a3,0,2,3,NA
edf2ae8f,399eedf5,605734a3,0,2,4,NA
edf2ae8f,399eedf5,605734a3,0,3,1,NA
edf2ae8f,399eedf5,605734a3,0,3,2,2.3633532655393966e-4
edf2ae8f,399eedf5,605734a3,0,3,3,1.1386042861103369e-4
edf2ae8f,399eedf5,605734a3,0,3,4,NA
edf2ae8f,399eedf5,605734a3,150,1,1,NA
edf2ae8f,399eedf5,605734a3,150,1,2,NA
edf2ae8f,399eedf5,605734a3,150,1,3,NA
edf2ae8f,399eedf5,605734a3,150,1,4,NA
edf2ae8f,399eedf5,605734a3,150,2,1,NA
edf2ae8f,399eedf5,605734a3,150,2,2,NA
edf2ae8f,399eedf5,605734a3,150,2,3,NA
edf2ae8f,399eedf5,605734a3,150,2,4,NA
edf2ae8f,399eedf5,605734a3,150,3,1,NA
edf2ae8f,399eedf5,605734a3,150,3,2,0.0021643732010013083
